,Customer ID,Name,Surname,Gender,Age,Region,Job Classification,Date Joined,Balance,loan,score,loan_eligibility
932,100000933,Gavin,Harris,Male,32,England,Blue Collar,20.Jun.15,23899.56,9653.0,573.0,238995.6
933,100000934,Heather,Abraham,Female,35,England,White Collar,20.Jun.15,14360.43,3923.0,367.0,71802.15
934,100000935,Felicity,Miller,Female,32,England,Other,20.Jun.15,42248.4,6176.0,364.0,211242.0
935,100000936,Alexandra,Henderson,Female,36,England,White Collar,20.Jun.15,9406.07,2654.0,635.0,188121.4
936,100000937,Karen,White,Female,28,England,Blue Collar,20.Jun.15,6921.74,2591.0,311.0,34608.7
937,200000938,Trevor,Harris,Male,52,Scotland,Blue Collar,20.Jun.15,29715.0,4080.0,378.0,0.0
938,200000939,Alan,Dyer,Male,42,Scotland,Other,20.Jun.15,65530.32,2634.0,662.0,0.0
939,200000940,Victor,Sutherland,Male,58,Scotland,Blue Collar,20.Jun.15,27878.55,7570.0,522.0,0.0
940,200000941,Benjamin,Manning,Male,48,Scotland,Blue Collar,20.Jun.15,4941.65,3661.0,667.0,0.0
941,200000942,Richard,Roberts,Male,40,Scotland,White Collar,20.Jun.15,32790.32,9494.0,399.0,0.0
942,200000943,Caroline,Walker,Female,47,Scotland,Other,20.Jun.15,29481.76,7667.0,485.0,0.0
943,200000944,Paul,Lyman,Male,47,Scotland,Other,20.Jun.15,15090.98,4878.0,366.0,0.0
944,200000945,Eric,Payne,Male,62,Scotland,Blue Collar,20.Jun.15,29719.47,9217.0,313.0,0.0
945,200000946,Matt,Gibson,Male,53,Scotland,Blue Collar,20.Jun.15,15668.02,3897.0,452.0,0.0
946,200000947,Katherine,Ball,Female,56,Scotland,Other,20.Jun.15,105138.65,6179.0,306.0,0.0
947,200000948,Zoe,Reid,Female,53,Scotland,White Collar,20.Jun.15,45663.95,8403.0,523.0,0.0
948,200000949,Dylan,Ellison,Male,50,Scotland,Other,20.Jun.15,2347.34,3716.0,464.0,0.0
949,200000950,Adrian,Dowd,Male,55,Scotland,Blue Collar,20.Jun.15,12231.08,2446.0,316.0,0.0
950,300000951,Sean,Nash,Male,36,Wales,Blue Collar,20.Jun.15,56653.07,9520.0,362.0,0.0
951,300000952,Heather,Jones,Female,40,Wales,White Collar,20.Jun.15,24435.72,7592.0,454.0,0.0
952,300000953,Paul,Robertson,Male,41,Wales,Blue Collar,20.Jun.15,77995.62,3460.0,398.0,0.0
953,300000954,Richard,Parsons,Male,33,Wales,White Collar,20.Jun.15,49775.7,4445.0,497.0,0.0
954,400000955,Joseph,Greene,Male,41,Northern Ireland,White Collar,20.Jun.15,53685.06,6425.0,591.0,0.0
955,400000956,Amelia,Bower,Female,22,Northern Ireland,White Collar,20.Jun.15,22515.19,5178.0,586.0,0.0
956,100000957,Frank,Knox,Male,38,England,Other,21.Jun.15,80709.15,4069.0,600.0,1614183.0
957,100000958,Justin,Johnston,Male,33,England,White Collar,21.Jun.15,60205.51,8420.0,468.0,301027.55
958,100000959,Jessica,McGrath,Female,26,England,Blue Collar,21.Jun.15,23694.9,4392.0,560.0,236949.0
959,100000960,Abigail,Allan,Female,36,England,White Collar,21.Jun.15,31644.37,6354.0,540.0,316443.7
960,200000961,Una,Short,Female,49,Scotland,Other,21.Jun.15,26688.85,5187.0,363.0,0.0
961,200000962,Joe,Murray,Male,50,Scotland,Blue Collar,21.Jun.15,38577.66,4453.0,352.0,0.0
962,200000963,Ian,Coleman,Male,56,Scotland,Other,21.Jun.15,54809.65,3515.0,423.0,0.0
963,200000964,Andrea,MacDonald,Female,59,Scotland,Blue Collar,21.Jun.15,29417.52,1304.0,485.0,0.0
964,200000965,Julian,Anderson,Male,52,Scotland,Blue Collar,21.Jun.15,30981.38,8487.0,388.0,0.0
965,300000966,Lauren,Bond,Female,38,Wales,Blue Collar,21.Jun.15,23669.58,3022.0,622.0,0.0
966,300000967,Victoria,Morrison,Female,42,Wales,White Collar,21.Jun.15,61134.99,2223.0,652.0,0.0
967,100000968,Edward,Martin,Male,38,England,White Collar,22.Jun.15,21138.46,1309.0,375.0,105692.29999999999
968,100000969,Sophie,Parsons,Female,21,England,White Collar,22.Jun.15,89067.87,4613.0,649.0,1781357.4
969,100000970,Abigail,Oliver,Female,32,England,White Collar,22.Jun.15,20852.18,5639.0,581.0,208521.8
970,100000971,Peter,Young,Male,23,England,White Collar,22.Jun.15,28959.8,9718.0,400.0,144799.0
971,100000972,Liam,Forsyth,Male,32,England,White Collar,23.Jun.15,85709.46,8524.0,468.0,428547.30000000005
972,100000973,Julia,Avery,Female,25,England,Other,23.Jun.15,86275.31,1528.0,648.0,1725506.2
973,200000974,Richard,North,Male,58,Scotland,Other,23.Jun.15,11596.34,5296.0,581.0,0.0
974,200000975,Anthony,Mackenzie,Male,43,Scotland,Blue Collar,23.Jun.15,74155.05,9152.0,610.0,0.0
975,200000976,Wanda,Clark,Female,61,Scotland,Other,23.Jun.15,75200.68,2034.0,377.0,0.0
976,200000977,Jennifer,Blake,Female,43,Scotland,Other,23.Jun.15,27580.15,6768.0,559.0,0.0
977,300000978,Jessica,Wallace,Female,45,Wales,White Collar,23.Jun.15,17753.01,3790.0,558.0,0.0
978,300000979,Trevor,Hunter,Male,28,Wales,White Collar,23.Jun.15,28240.06,5141.0,629.0,0.0
979,100000980,William,Hart,Male,19,England,White Collar,24.Jun.15,65493.89,6171.0,615.0,1309877.8
980,100000981,Victoria,Ince,Female,31,England,Other,24.Jun.15,74414.09,9309.0,498.0,372070.44999999995
981,100000982,Deirdre,Avery,Female,34,England,White Collar,24.Jun.15,107641.39,9886.0,437.0,538206.95
982,200000983,Jessica,Rutherford,Female,37,Scotland,Other,24.Jun.15,42322.58,1786.0,684.0,0.0
983,200000984,Lauren,Ince,Female,57,Scotland,Other,24.Jun.15,64620.15,1408.0,677.0,0.0
984,200000985,Peter,MacLeod,Male,56,Scotland,Blue Collar,24.Jun.15,48707.14,9704.0,307.0,0.0
985,200000986,Victor,Thomson,Male,56,Scotland,Blue Collar,24.Jun.15,27458.53,6053.0,523.0,0.0
986,200000987,Dylan,Bond,Male,42,Scotland,Blue Collar,24.Jun.15,7562.83,9946.0,696.0,0.0
987,400000988,Hannah,Hardacre,Female,39,Northern Ireland,White Collar,24.Jun.15,107680.1,9295.0,338.0,0.0
988,100000989,Michelle,McLean,Female,34,England,Other,25.Jun.15,40542.83,2185.0,532.0,405428.30000000005
989,100000990,Andrew,Manning,Male,43,England,Blue Collar,25.Jun.15,80880.83,2656.0,396.0,404404.15
990,100000991,Benjamin,Welch,Male,33,England,White Collar,25.Jun.15,3226.71,4801.0,525.0,32267.1
991,200000992,Paul,Taylor,Male,43,Scotland,Blue Collar,25.Jun.15,68551.15,7903.0,610.0,0.0
992,300000993,Gordon,Grant,Male,33,Wales,Blue Collar,25.Jun.15,77870.46,6965.0,442.0,0.0
993,300000994,Dominic,Dickens,Male,35,Wales,Blue Collar,25.Jun.15,56611.75,2293.0,440.0,0.0
994,100000995,Felicity,Anderson,Female,29,England,Other,26.Jun.15,81080.08,8977.0,614.0,1621601.6
995,100000996,Paul,Bower,Male,34,England,White Collar,26.Jun.15,40109.99,6136.0,366.0,200549.94999999998
996,100000997,Grace,Edmunds,Female,44,England,White Collar,26.Jun.15,74948.24,5183.0,521.0,749482.4
997,100000998,Michael,Allan,Male,36,England,Other,26.Jun.15,82776.89,2634.0,588.0,827768.9
998,200000999,Kevin,Dickens,Male,60,Scotland,Other,26.Jun.15,34597.56,8107.0,334.0,0.0
999,400001000,Lisa,Thomson,Female,29,Northern Ireland,Other,26.Jun.15,4406.82,1337.0,646.0,0.0
1000,400001001,Grace,Duncan,Female,31,Northern Ireland,Other,26.Jun.15,32162.34,4506.0,320.0,0.0
1001,100001002,Cameron,Smith,Male,29,England,White Collar,27.Jun.15,18808.61,6422.0,586.0,188086.1
1002,100001003,Amy,Howard,Female,32,England,Blue Collar,27.Jun.15,12013.82,9209.0,485.0,60069.1
1003,100001004,Luke,Lewis,Male,21,England,White Collar,27.Jun.15,40886.21,1811.0,531.0,408862.1
1004,100001005,Chloe,Jones,Female,38,England,White Collar,27.Jun.15,49490.42,4504.0,670.0,989808.3999999999
1005,100001006,Lauren,Martin,Female,27,England,Blue Collar,27.Jun.15,51197.28,7939.0,475.0,255986.4
1006,100001007,Robert,Lyman,Male,47,England,Blue Collar,27.Jun.15,8610.86,3431.0,511.0,86108.6
1007,300001008,Justin,Carr,Male,33,Wales,Blue Collar,27.Jun.15,12567.26,3264.0,688.0,0.0
1008,300001009,Brian,North,Male,31,Wales,Blue Collar,27.Jun.15,28265.93,2493.0,426.0,0.0
1009,300001010,Leah,Ogden,Female,36,Wales,Other,27.Jun.15,44515.4,5662.0,432.0,0.0
1010,100001011,Colin,Sharp,Male,39,England,White Collar,28.Jun.15,20461.13,5786.0,493.0,102305.65000000001
1011,100001012,Paul,Marshall,Male,37,England,Blue Collar,28.Jun.15,22457.9,5251.0,408.0,112289.5
1012,100001013,Eric,Glover,Male,38,England,White Collar,28.Jun.15,25807.24,6802.0,546.0,258072.40000000002
1013,100001014,Jacob,Hemmings,Male,41,England,White Collar,28.Jun.15,75878.51,9366.0,530.0,758785.1
1014,100001015,Nicholas,Poole,Male,24,England,White Collar,28.Jun.15,5880.85,7924.0,309.0,29404.25
1015,100001016,Joan,Davidson,Female,37,England,White Collar,28.Jun.15,30894.09,5882.0,651.0,617881.8
1016,100001017,Ella,Hill,Female,33,England,White Collar,28.Jun.15,88647.1,2145.0,628.0,1772942.0
1017,100001018,Una,Mills,Female,32,England,White Collar,28.Jun.15,55945.74,1865.0,373.0,279728.7
1018,200001019,Lucas,Glover,Male,60,Scotland,Blue Collar,28.Jun.15,67510.19,7971.0,472.0,0.0
1019,200001020,Carol,Lee,Female,55,Scotland,Other,28.Jun.15,29753.91,6021.0,358.0,0.0
1020,200001021,Vanessa,Bond,Female,57,Scotland,Blue Collar,28.Jun.15,55886.74,7352.0,653.0,0.0
1021,400001022,Jason,Bower,Male,38,Northern Ireland,White Collar,28.Jun.15,76999.31,3955.0,466.0,0.0
1022,100001023,Joe,Campbell,Male,42,England,White Collar,29.Jun.15,61354.78,6186.0,628.0,1227095.6
1023,100001024,Paul,Hemmings,Male,36,England,Blue Collar,29.Jun.15,9352.12,7002.0,583.0,93521.20000000001
1024,100001025,Emma,Arnold,Female,40,England,White Collar,29.Jun.15,55409.56,4334.0,357.0,277047.8
1025,100001026,Fiona,Parr,Female,25,England,White Collar,29.Jun.15,22598.74,7610.0,633.0,451974.80000000005
1026,100001027,Jessica,MacLeod,Female,33,England,Other,29.Jun.15,49665.09,2838.0,358.0,248325.44999999998
1027,100001028,Christopher,Sutherland,Male,46,England,White Collar,29.Jun.15,79398.91,5412.0,366.0,396994.55000000005
1028,100001029,Lily,North,Female,38,England,White Collar,29.Jun.15,24834.61,3851.0,505.0,248346.1
1029,200001030,Peter,Avery,Male,58,Scotland,Other,29.Jun.15,41285.8,6115.0,335.0,0.0
1030,200001031,Tracey,Ferguson,Female,48,Scotland,Other,29.Jun.15,6104.59,6411.0,499.0,0.0
1031,200001032,Blake,Pullman,Male,41,Scotland,Blue Collar,29.Jun.15,64766.09,4902.0,341.0,0.0
1032,300001033,Joan,Gibson,Female,46,Wales,White Collar,29.Jun.15,55535.23,1369.0,305.0,0.0
1033,300001034,Julian,Carr,Male,35,Wales,Blue Collar,29.Jun.15,134324.66,8213.0,600.0,0.0
1034,400001035,Amelia,Jones,Female,27,Northern Ireland,Blue Collar,29.Jun.15,48456.97,8662.0,331.0,0.0
1035,100001036,Claire,Metcalfe,Female,40,England,White Collar,30.Jun.15,2619.62,6626.0,308.0,13098.099999999999
1036,100001037,Tim,Walker,Male,41,England,Other,30.Jun.15,61602.73,3472.0,409.0,308013.65
1037,100001038,Connor,Dickens,Male,37,England,White Collar,30.Jun.15,22058.44,6820.0,678.0,441168.8
1038,100001039,Stephanie,Ince,Female,31,England,White Collar,30.Jun.15,24845.43,6069.0,622.0,496908.6
1039,100001040,William,Bond,Male,28,England,White Collar,30.Jun.15,42331.5,7886.0,316.0,211657.5
1040,100001041,Connor,May,Male,41,England,White Collar,30.Jun.15,43488.59,6557.0,473.0,217442.94999999998
1041,200001042,Trevor,Campbell,Male,45,Scotland,Blue Collar,30.Jun.15,11565.04,9476.0,465.0,0.0
1042,200001043,Steven,Newman,Male,49,Scotland,Blue Collar,30.Jun.15,1096.36,2942.0,619.0,0.0
1043,200001044,Stephen,Mathis,Male,52,Scotland,Other,30.Jun.15,4793.55,9592.0,322.0,0.0
1044,200001045,Deirdre,James,Female,51,Scotland,Other,30.Jun.15,11909.63,9750.0,562.0,0.0
1045,200001046,Dylan,Alsop,Male,47,Scotland,Blue Collar,30.Jun.15,56257.26,6013.0,565.0,0.0
1046,300001047,Amy,Mathis,Female,33,Wales,Other,30.Jun.15,18469.94,2195.0,483.0,0.0
1047,300001048,Oliver,Butler,Male,38,Wales,White Collar,30.Jun.15,48959.81,6476.0,546.0,0.0
1048,100001049,Emma,Oliver,Female,30,England,White Collar,01.Jul.15,51090.19,7317.0,443.0,255450.95
1049,100001050,Eric,MacLeod,Male,30,England,White Collar,01.Jul.15,26412.29,3635.0,569.0,264122.9
1050,100001051,Jacob,Bell,Male,47,England,White Collar,01.Jul.15,14703.33,6754.0,365.0,73516.65
1051,200001052,Evan,Davidson,Male,48,Scotland,Blue Collar,01.Jul.15,73268.73,7034.0,429.0,0.0
1052,200001053,Alan,Ogden,Male,38,Scotland,Blue Collar,01.Jul.15,26844.18,8551.0,534.0,0.0
1053,100001054,Nicholas,Churchill,Male,43,England,White Collar,02.Jul.15,35417.02,2605.0,690.0,708340.3999999999
1054,100001055,Kimberly,Mitchell,Female,40,England,White Collar,02.Jul.15,17546.36,5926.0,392.0,87731.8
1055,100001056,Keith,McDonald,Male,36,England,White Collar,02.Jul.15,53344.6,2529.0,522.0,533446.0
1056,100001057,Diana,Ross,Female,26,England,Other,02.Jul.15,10054.71,6722.0,644.0,201094.19999999998
1057,100001058,Julia,Mackay,Female,36,England,White Collar,02.Jul.15,49717.13,6418.0,410.0,248585.65
1058,200001059,Jan,Hamilton,Female,51,Scotland,Blue Collar,02.Jul.15,7573.67,5137.0,490.0,0.0
1059,200001060,Julia,Mathis,Female,46,Scotland,Other,02.Jul.15,32324.22,2139.0,490.0,0.0
1060,200001061,Joshua,Kerr,Male,49,Scotland,Other,02.Jul.15,69791.57,6100.0,562.0,0.0
1061,200001062,Dan,Alsop,Male,54,Scotland,Other,02.Jul.15,16280.16,7717.0,539.0,0.0
1062,300001063,Dorothy,Vaughan,Female,37,Wales,White Collar,02.Jul.15,34072.27,7426.0,510.0,0.0
1063,300001064,Austin,Vance,Male,42,Wales,Other,02.Jul.15,11609.33,8869.0,323.0,0.0
1064,100001065,Joan,Mills,Female,30,England,White Collar,03.Jul.15,44599.53,9724.0,621.0,891990.6
1065,100001066,Michael,MacDonald,Male,51,England,White Collar,03.Jul.15,41266.34,6008.0,369.0,206331.69999999998
1066,100001067,Faith,Vance,Female,28,England,Blue Collar,03.Jul.15,28581.78,3040.0,467.0,142908.9
1067,100001068,Donna,Pullman,Female,35,England,Blue Collar,03.Jul.15,15477.05,9742.0,402.0,77385.25
1068,200001069,Benjamin,Hemmings,Male,57,Scotland,Blue Collar,03.Jul.15,60086.6,4589.0,494.0,0.0
1069,200001070,John,Duncan,Male,62,Scotland,Blue Collar,03.Jul.15,55526.53,6081.0,555.0,0.0
1070,200001071,Sebastian,Lambert,Male,51,Scotland,White Collar,03.Jul.15,41097.46,6583.0,424.0,0.0
1071,400001072,Diane,Short,Female,39,Northern Ireland,Other,03.Jul.15,84480.9,8287.0,696.0,0.0
1072,100001073,Harry,May,Male,37,England,White Collar,04.Jul.15,14866.88,1852.0,528.0,148668.8
1073,100001074,Jack,Metcalfe,Male,37,England,White Collar,04.Jul.15,50527.47,9872.0,366.0,252637.35
1074,100001075,Anne,Nolan,Female,27,England,Blue Collar,04.Jul.15,27565.54,6680.0,626.0,551310.8
1075,100001076,Edward,Gill,Male,32,England,Blue Collar,04.Jul.15,78712.11,5987.0,308.0,393560.55
1076,200001077,Alexander,Hardacre,Male,48,Scotland,Other,04.Jul.15,40487.71,4597.0,386.0,0.0
1077,200001078,Isaac,Arnold,Male,47,Scotland,Blue Collar,04.Jul.15,59432.06,9494.0,609.0,0.0
1078,300001079,Phil,Hudson,Male,36,Wales,Blue Collar,04.Jul.15,6467.89,8443.0,598.0,0.0
1079,300001080,Adam,Ince,Male,44,Wales,Blue Collar,04.Jul.15,37449.47,6333.0,565.0,0.0
1080,300001081,Irene,Ferguson,Female,38,Wales,White Collar,04.Jul.15,15926.91,2990.0,540.0,0.0
1081,400001082,Lisa,Nolan,Female,32,Northern Ireland,Other,04.Jul.15,20451.86,1150.0,681.0,0.0
1082,100001083,Katherine,Gill,Female,41,England,White Collar,05.Jul.15,81089.55,5568.0,312.0,405447.75
1083,100001084,Molly,Wallace,Female,44,England,White Collar,05.Jul.15,5032.09,1327.0,399.0,25160.45
1084,100001085,Anne,Kerr,Female,41,England,White Collar,05.Jul.15,40523.18,5990.0,459.0,202615.9
1085,200001086,Luke,Scott,Male,47,Scotland,Blue Collar,05.Jul.15,1948.26,9944.0,640.0,0.0
1086,200001087,Virginia,Greene,Female,59,Scotland,Other,05.Jul.15,44326.6,9053.0,456.0,0.0
1087,200001088,Blake,Peters,Male,43,Scotland,Blue Collar,05.Jul.15,16457.71,7227.0,502.0,0.0
1088,100001089,Robert,Howard,Male,36,England,Other,06.Jul.15,22756.57,1624.0,554.0,227565.7
1089,100001090,Brian,Metcalfe,Male,25,England,Other,06.Jul.15,44277.62,9630.0,316.0,221388.1
1090,100001091,Julia,Greene,Female,45,England,White Collar,06.Jul.15,57797.68,8415.0,412.0,288988.4
1091,100001092,Alexandra,Gill,Female,35,England,White Collar,06.Jul.15,1827.85,2763.0,493.0,9139.25
1092,100001093,Robert,Rampling,Male,31,England,White Collar,06.Jul.15,71267.85,4091.0,676.0,1425357.0
1093,100001094,Amanda,Berry,Female,30,England,Other,06.Jul.15,2730.89,1474.0,380.0,13654.449999999999
1094,100001095,Pippa,Nash,Female,45,England,Other,06.Jul.15,9976.92,2280.0,687.0,199538.4
1095,100001096,Rebecca,Bell,Female,35,England,Blue Collar,06.Jul.15,6083.13,6213.0,437.0,30415.65
1096,100001097,Adam,Vance,Male,36,England,Other,06.Jul.15,88451.81,2578.0,644.0,1769036.2
1097,100001098,Chloe,Martin,Female,24,England,Blue Collar,06.Jul.15,77514.08,2626.0,643.0,1550281.6
1098,200001099,Anthony,Vance,Male,48,Scotland,White Collar,06.Jul.15,66005.41,5006.0,390.0,0.0
1099,200001100,Alan,North,Male,48,Scotland,Other,06.Jul.15,77332.09,6940.0,643.0,0.0
1100,200001101,Eric,Parr,Male,56,Scotland,Blue Collar,06.Jul.15,3516.35,3437.0,361.0,0.0
1101,200001102,Sam,Murray,Male,60,Scotland,Other,06.Jul.15,22067.63,2505.0,548.0,0.0
1102,200001103,Alan,Howard,Male,42,Scotland,Other,06.Jul.15,28676.72,4316.0,624.0,0.0
1103,300001104,Stephen,Parr,Male,44,Wales,Blue Collar,06.Jul.15,8365.04,5277.0,628.0,0.0
1104,300001105,Ava,Vaughan,Female,33,Wales,Blue Collar,06.Jul.15,15196.68,6495.0,332.0,0.0
1105,100001106,Victoria,Miller,Female,29,England,Blue Collar,07.Jul.15,55720.37,5051.0,539.0,557203.7000000001
1106,100001107,Sam,Rutherford,Male,33,England,White Collar,07.Jul.15,96379.13,9152.0,521.0,963791.3
1107,100001108,Keith,Rutherford,Male,27,England,White Collar,07.Jul.15,45374.89,8953.0,699.0,907497.8
1108,100001109,Natalie,Alsop,Female,33,England,White Collar,07.Jul.15,36425.21,9986.0,425.0,182126.05
1109,100001110,Jack,Scott,Male,35,England,White Collar,07.Jul.15,66122.89,9425.0,371.0,330614.45
1110,100001111,Angela,Howard,Female,26,England,White Collar,07.Jul.15,21988.77,1046.0,571.0,219887.7
1111,100001112,Sonia,Clarkson,Female,33,England,White Collar,07.Jul.15,84064.01,6511.0,640.0,1681280.2
1112,100001113,Olivia,Rees,Female,42,England,Other,07.Jul.15,107366.02,8089.0,399.0,536830.1
1113,100001114,Richard,Hodges,Male,33,England,White Collar,07.Jul.15,59890.0,6776.0,338.0,299450.0
1114,200001115,David,Bower,Male,48,Scotland,Blue Collar,07.Jul.15,36171.83,3026.0,586.0,0.0
1115,200001116,Sam,Sutherland,Male,58,Scotland,Blue Collar,07.Jul.15,17953.21,8677.0,614.0,0.0
1116,200001117,Angela,Scott,Female,42,Scotland,Other,07.Jul.15,62850.82,7572.0,518.0,0.0
1117,200001118,Oliver,Newman,Male,61,Scotland,Other,07.Jul.15,40989.59,2121.0,631.0,0.0
1118,300001119,Sam,Black,Male,35,Wales,Blue Collar,07.Jul.15,45240.82,5475.0,521.0,0.0
1119,300001120,Liam,Nolan,Male,38,Wales,White Collar,07.Jul.15,24965.41,7564.0,376.0,0.0
1120,100001121,Grace,Hemmings,Female,29,England,White Collar,08.Jul.15,25137.17,1845.0,518.0,251371.69999999998
1121,100001122,Isaac,Lawrence,Male,39,England,Other,08.Jul.15,36666.7,1613.0,414.0,183333.5
1122,100001123,Deirdre,Payne,Female,43,England,White Collar,08.Jul.15,10959.59,1921.0,381.0,54797.95
1123,100001124,Owen,Forsyth,Male,35,England,White Collar,08.Jul.15,114115.93,1266.0,668.0,2282318.5999999996
1124,100001125,Lucas,Thomson,Male,31,England,White Collar,08.Jul.15,51397.48,3900.0,385.0,256987.40000000002
1125,100001126,Heather,Ball,Female,49,England,White Collar,08.Jul.15,68026.14,3296.0,442.0,340130.7
1126,200001127,Eric,Nolan,Male,33,Scotland,Blue Collar,08.Jul.15,4403.78,1980.0,366.0,0.0
1127,200001128,Benjamin,Walker,Male,46,Scotland,Blue Collar,08.Jul.15,57005.15,4168.0,335.0,0.0
1128,200001129,Ian,Lambert,Male,44,Scotland,White Collar,08.Jul.15,82950.04,1807.0,546.0,0.0
1129,300001130,Joseph,Black,Male,36,Wales,White Collar,08.Jul.15,55382.31,5317.0,386.0,0.0
1130,300001131,Dorothy,Howard,Female,32,Wales,White Collar,08.Jul.15,38704.52,8706.0,466.0,0.0
1131,100001132,Matt,Newman,Male,33,England,White Collar,09.Jul.15,76301.47,9926.0,381.0,381507.35
1132,100001133,Anthony,Glover,Male,22,England,White Collar,09.Jul.15,14282.81,6816.0,624.0,285656.2
1133,100001134,Julia,Marshall,Female,36,England,White Collar,09.Jul.15,3108.56,3421.0,374.0,15542.8
1134,100001135,Karen,Kerr,Female,46,England,White Collar,09.Jul.15,33779.41,7145.0,494.0,168897.05000000002
1135,200001136,Sue,Pullman,Female,38,Scotland,Other,09.Jul.15,102268.43,1741.0,448.0,0.0
1136,200001137,Amanda,Bailey,Female,57,Scotland,White Collar,09.Jul.15,83992.09,9806.0,497.0,0.0
1137,200001138,Michelle,Black,Female,46,Scotland,Other,09.Jul.15,24686.89,1951.0,430.0,0.0
1138,300001139,Amelia,Skinner,Female,42,Wales,Other,09.Jul.15,28516.17,5323.0,479.0,0.0
1139,400001140,Richard,Kelly,Male,31,Northern Ireland,White Collar,09.Jul.15,9482.02,8736.0,400.0,0.0
1140,100001141,Owen,Grant,Male,27,England,Other,10.Jul.15,16613.41,6159.0,328.0,83067.05
1141,100001142,Joan,Walsh,Female,35,England,White Collar,10.Jul.15,64757.52,4063.0,653.0,1295150.4
1142,100001143,Madeleine,Sharp,Female,34,England,Other,10.Jul.15,21997.45,6054.0,623.0,439949.0
1143,100001144,Gordon,McGrath,Male,43,England,White Collar,10.Jul.15,55988.59,4623.0,573.0,559885.8999999999
1144,100001145,Evan,Hill,Male,32,England,Blue Collar,10.Jul.15,91674.56,3849.0,530.0,916745.6
1145,200001146,Irene,Davies,Female,46,Scotland,Other,10.Jul.15,3374.35,9339.0,646.0,0.0
1146,200001147,Thomas,Brown,Male,50,Scotland,Blue Collar,10.Jul.15,67763.97,6775.0,338.0,0.0
1147,200001148,Austin,Randall,Male,60,Scotland,Blue Collar,10.Jul.15,35082.21,9333.0,482.0,0.0
1148,200001149,Thomas,Dyer,Male,31,Scotland,Blue Collar,10.Jul.15,19383.88,8627.0,638.0,0.0
1149,200001150,Amy,Graham,Female,60,Scotland,Blue Collar,10.Jul.15,5916.94,3738.0,394.0,0.0
1150,300001151,Caroline,Payne,Female,44,Wales,White Collar,10.Jul.15,68185.66,1586.0,678.0,0.0
1151,100001152,Sean,Ross,Male,41,England,White Collar,11.Jul.15,80234.49,9156.0,588.0,802344.9
1152,100001153,Evan,Bond,Male,47,England,White Collar,11.Jul.15,36493.69,9109.0,438.0,182468.45
1153,100001154,Carol,Hunter,Female,32,England,White Collar,11.Jul.15,35888.1,8413.0,452.0,179440.5
1154,100001155,Robert,Berry,Male,40,England,Blue Collar,11.Jul.15,62218.34,1222.0,645.0,1244366.7999999998
1155,100001156,Jane,Lewis,Female,45,England,White Collar,11.Jul.15,27955.59,9950.0,312.0,139777.95
1156,100001157,Kimberly,Vance,Female,40,England,White Collar,11.Jul.15,21945.27,2499.0,691.0,438905.4
1157,100001158,Madeleine,Wilson,Female,35,England,White Collar,11.Jul.15,21508.14,7311.0,632.0,430162.8
1158,100001159,Gordon,Hamilton,Male,32,England,White Collar,11.Jul.15,6471.9,2735.0,323.0,32359.5
1159,200001160,Cameron,Quinn,Male,41,Scotland,Blue Collar,11.Jul.15,1684.44,8981.0,406.0,0.0
1160,200001161,Lillian,Hudson,Female,49,Scotland,Other,11.Jul.15,73866.02,7414.0,665.0,0.0
1161,200001162,Jacob,Harris,Male,47,Scotland,Blue Collar,11.Jul.15,62781.64,2987.0,407.0,0.0
1162,200001163,Kevin,Bailey,Male,52,Scotland,Blue Collar,11.Jul.15,23604.06,6826.0,512.0,0.0
1163,200001164,Kevin,White,Male,43,Scotland,Blue Collar,11.Jul.15,19221.27,8522.0,306.0,0.0
1164,300001165,Piers,Parsons,Male,35,Wales,White Collar,11.Jul.15,36572.74,5865.0,664.0,0.0
1165,100001166,Boris,Sharp,Male,36,England,White Collar,12.Jul.15,38836.01,6127.0,587.0,388360.10000000003
1166,100001167,Robert,Black,Male,35,England,Other,12.Jul.15,39428.53,7012.0,675.0,788570.6
1167,100001168,Felicity,Black,Female,55,England,White Collar,12.Jul.15,22099.59,3007.0,506.0,220995.9
1168,100001169,Owen,Sharp,Male,34,England,Blue Collar,12.Jul.15,57497.29,9456.0,593.0,574972.9
1169,100001170,Bernadette,Henderson,Female,36,England,White Collar,12.Jul.15,47422.55,1483.0,348.0,237112.75
1170,100001171,Sean,Manning,Male,41,England,White Collar,12.Jul.15,41511.86,9017.0,669.0,830237.2
1171,100001172,Phil,Turner,Male,30,England,Other,12.Jul.15,3776.11,1469.0,618.0,75522.2
1172,100001173,Ava,Rampling,Female,32,England,White Collar,12.Jul.15,70324.5,8049.0,630.0,1406490.0
1173,100001174,Caroline,Terry,Female,33,England,White Collar,12.Jul.15,68170.2,6099.0,585.0,681702.0
1174,100001175,Colin,Lewis,Male,35,England,White Collar,12.Jul.15,18190.48,5039.0,639.0,363809.6
1175,100001176,Rose,Lewis,Female,32,England,White Collar,12.Jul.15,13100.46,2107.0,353.0,65502.299999999996
1176,100001177,Christopher,Bell,Male,28,England,White Collar,12.Jul.15,94339.78,3179.0,498.0,471698.9
1177,100001178,Michael,Ogden,Male,22,England,Blue Collar,12.Jul.15,24599.85,8565.0,450.0,122999.25
1178,200001179,Charles,Hart,Male,43,Scotland,Other,12.Jul.15,55959.34,3035.0,500.0,0.0
1179,200001180,Joanne,Ogden,Female,51,Scotland,Other,12.Jul.15,43954.03,7815.0,302.0,0.0
